"","book_id","title","author","no_of_copies_sold","price","year","ranks","ratings","genre"
"642",13259,"Sarah's Key","Tatiana de Rosnay",4784,10.83,2010,48,4.6,"Fiction"
"643",13261,"The Mark of Athena (Heroes of Olympus, Book 3)","Rick Riordan",13958,11.26,2012,13,4.8,"Fiction"
"644",13266,"Glenn Beck's Common Sense: The Case Against an Out-of-Control Government, Inspired by Thomas Paine","Glenn Beck",1421,5.91,2009,13,4.6,"Non Fiction"
"645",13267,"Too Much and Never Enough: How My Family Created the World's Most Dangerous Man","Mary L. Trump Ph.D.",102078,12.93,2020,2,4.6,"Non Fiction"
"646",13271,"Same Kind of Different As Me","Ron Hall",4841,16.14,2009,97,4.7,"Fiction"
"647",13272,"Eat This Not That! Supermarket Survival Guide: The No-Diet Weight Loss Solution","David Zinczenko",929,10.76,2009,20,4.5,"Non Fiction"
"648",13273,"Paper Towns","John Green",10316,7.68,2015,61,4.4,"Fiction"
"649",13277,"Mastering the Art of French Cooking, Volume I: 50th Anniversary Edition: A Cookbook","Julia Child",7568,28.49,2010,76,4.8,"Non Fiction"
"650",13283,"The Official SAT Study Guide","The College Board",1526,41,2009,76,4.4,"Non Fiction"
"651",13288,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma","Bessel van der Kolk M.D.",55928,11.4,2018,94,4.8,"Non Fiction"
"652",13290,"Jesus Calling, Padded Hardcover, with Scripture references","Sarah Young",31196,7.53,2010,72,4.9,"Non Fiction"
"653",13293,"The Jesus Storybook Bible: Every Story Whispers His Name","Sally Lloyd-Jones",11859,15.79,2012,79,4.9,"Non Fiction"
"654",13296,"Little Blue Truck board book","Alice Schertle",8204,8.22,2015,94,4.9,"Non Fiction"
"655",13299,"The Wonky Donkey","Craig Smith",74725,5.28,2019,12,4.8,"Fiction"
"656",13308,"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solve Supper","Ree Drummond",8083,14.44,2015,45,4.8,"Non Fiction"
"657",13309,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead","Brené Brown",2913,12.9,2013,42,4.8,"Non Fiction"
"658",13313,"Happy Ever After (Bride Quartet, Book 4)","Nora Roberts",2206,11.25,2010,89,4.7,"Fiction"
"659",13316,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5","American Psychiatric Association",12114,144,2013,12,4.7,"Non Fiction"
"660",13318,"Xanathar's Guide to Everything (Dungeons & Dragons)","Dungeons & Dragons",20036,32.99,2018,99,4.9,"Fiction"
"661",13319,"Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series)","Bill O'Reilly",10849,9.99,2012,18,4.7,"Non Fiction"
"662",13322,"Forks Over Knives: The Cookbook. A New York Times Bestseller: Over 300 Simple and Delicious Plant-Based Recipes to Help You Lose Weight, Be Healthier, and Feel Better Every Day","Del Sroufe",13075,9.79,2012,89,4.5,"Non Fiction"
"663",13324,"Dear Zoo: A Lift-the-Flap Book","Rod Campbell",26368,5,2017,22,4.8,"Fiction"
"664",13327,"Night (Night)","Elie Wiesel",8573,5.49,2015,77,4.7,"Non Fiction"
"665",13329,"The Wonderful Things You Will Be","Emily Winfield Martin",25148,8.55,2021,50,4.9,"Fiction"
"666",13330,"Astrophysics for People in a Hurry","Neil deGrasse Tyson",20795,9.49,2018,62,4.7,"Non Fiction"
"667",13332,"The Real Anthony Fauci: Bill Gates, Big Pharma, and the Global War on Democracy and Public Health (Childrenâ€™s Health Defense)","Robert F. Kennedy Jr.",21151,19.42,2021,16,4.8,"Non Fiction"
"668",13338,"Simply Keto: A Practical Approach to Health & Weight Loss with 100+ Easy Low-Carb Recipes","Suzanne Ryan",9484,15.9,2018,76,4.6,"Non Fiction"
"669",13340,"Dog Man: Fetch-22: From the Creator of Captain Underpants (Dog Man #8)","Dav Pilkey",27986,7.76,2019,6,4.9,"Fiction"
"670",13345,"Fantastic Beasts and Where to Find Them: The Original Screenplay (Harry Potter)","J.K. Rowling",9202,13.4,2016,18,4.7,"Fiction"
"671",13348,"P is for Potty! (Sesame Street) (Lift-the-Flap)","Naomi Kleinberg",28308,5.72,2019,46,4.7,"Non Fiction"
"672",13352,"A Stolen Life: A Memoir","Jaycee Dugard",6155,18.19,2011,29,4.7,"Non Fiction"
"673",13354,"Man's Search for Meaning","Viktor E. Frankl",53306,11.99,2021,82,4.7,"Non Fiction"
"674",13360,"The Book with No Pictures","B. J. Novak",16882,9.9,2016,86,4.8,"Fiction"
"675",13363,"Guts: A Graphic Novel","Raina Telgemeier",13983,5.9,2019,27,4.8,"Non Fiction"
"676",13366,"Adult Coloring Book Designs: Stress Relief Coloring Book: Garden Designs, Mandalas, Animals, and Paisley Patterns Paperback","Adult Coloring Book Designs",3113,8.99,2016,23,4.5,"unknown"
"677",13368,"Moleskine Classic Notebook, Hard Cover, Large (5"" x 8.25"") Ruled/Lined, Black, 240 Pages","Moleskine Store",22268,20.61,2011,97,4.8,"unknown"
"678",13370,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health","William Davis",8638,13.96,2013,37,4.4,"Non Fiction"
"679",13371,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)","Sherri Duskey Rinker",20089,14.48,2013,35,4.9,"Fiction"
"680",13372,"Call Us What We Carry: Poems","Amanda Gorman",4525,13.58,2021,42,4.8,"Non Fiction"
"681",13377,"Becoming","Michelle Obama",123276,16.5,2018,1,4.8,"Non Fiction"
"682",13381,"The Very Hungry Caterpillar","Eric Carle",54008,4.93,2017,41,4.9,"Fiction"
"683",13383,"Outliers: The Story of Success","Malcolm Gladwell",22209,15.71,2012,60,4.7,"Non Fiction"
"684",13384,"How to Catch a Mermaid","Adam Wallace",29836,5.23,2020,27,4.8,"Fiction"
"685",13385,"10-Day Green Smoothie Cleanse","JJ Smith",32825,9.05,2017,95,4.7,"Non Fiction"
"686",13387,"Little Blue Truck","Alice Schertle",1958,9.99,2015,85,4.9,"Fiction"
"687",13392,"Origin: A Novel (Robert Langdon)","Dan Brown",36238,13.39,2017,19,4.4,"Fiction"
"688",13394,"Dear Zoo: A Lift-the-Flap Book","Rod Campbell",26368,5,2015,19,4.8,"Fiction"
"689",13395,"How to Catch a Unicorn","Adam Wallace",32100,5.22,2021,59,4.8,"Fiction"
"690",13397,"Where the Crawdads Sing","Delia Owens",344811,9.98,2021,52,4.8,"Fiction"
"691",13401,"Harry Potter Paperback Box Set (Books 1-7)","J. K. Rowling",91629,38.86,2021,77,4.9,"Fiction"
"692",13403,"Percy Jackson and the Olympians Paperback Boxed Set (Books 1-3)","Rick Riordan",1223,18.9,2010,42,4.8,"Fiction"
"693",13405,"Dragons Love Tacos","Adam Rubin",15753,8.95,2015,65,4.8,"Fiction"
"694",13406,"Modern Comfort Food: A Barefoot Contessa Cookbook","Ina Garten",16897,18.78,2020,35,4.8,"Non Fiction"
"695",13411,"The Pout-Pout Fish","Deborah Diesen",23576,4.98,2019,67,4.9,"Fiction"
"696",13418,"The Overstory: A Novel","Richard Powers",16428,14.29,2019,70,4.4,"Fiction"
"697",13424,"The Alchemist","Paulo Coelho",3816,25,2012,83,4.7,"Fiction"
"698",13435,"Blowout: Corrupted Democracy, Rogue State Russia, and the Richest, Most Destructive Industry on Earth","Rachel Maddow",8470,8.6,2019,81,4.8,"Non Fiction"
"699",13438,"I Am Confident, Brave & Beautiful: A Coloring Book for Girls","Hopscotch Girls",32091,6.99,2021,37,4.8,"Non Fiction"
"700",13442,"Crisis of Character: A White House Secret Service Officer Discloses His Firsthand Experience with Hillary, Bill, and How They Operate","Gary J. Byrne",7693,14,2016,66,4.2,"Non Fiction"
"701",13448,"Diary of a Wimpy Kid: Hard Luck, Book 8","Jeff Kinney",12470,13.85,2013,3,4.8,"Fiction"
"702",13468,"Wonder","R. J. Palacio",35698,9.67,2015,32,4.8,"Fiction"
"703",13482,"Jesus Calling, Padded Hardcover, with Scripture references","Sarah Young",31196,7.53,2015,22,4.9,"Non Fiction"
"704",13483,"Turtles All the Way Down","John Green",11381,11.34,2017,70,4.6,"Fiction"
"705",13490,"Crystals for Beginners: The Guide to Get Started with the Healing Power of Crystals","Karen Frazier",36007,8.99,2021,33,4.8,"Non Fiction"
"706",13498,"The Belly Fat Cure: Discover the New Carb Swap Systemâ„¢ and Lose 4 to 9 lbs. Every Week","Jorge Cruise",1071,35.3,2010,65,4.1,"Non Fiction"
"707",13504,"The Glass Castle: A Memoir (book)","Jeannette Walls",19007,12.06,2017,59,4.6,"Non Fiction"
"708",13506,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition","Kerry Patterson",9891,20.97,2015,90,4.7,"Non Fiction"
"709",13511,"Make Your Bed: Little Things That Can Change Your Life...And Maybe the World","Admiral William H. McRaven",29897,11.58,2019,59,4.7,"Non Fiction"
"710",13517,"The Great Gatsby: The Only Authorized Edition","F. Scott Fitzgerald",18656,6.79,2016,53,4.5,"Fiction"
"711",13518,"Where the Crawdads Sing","Delia Owens",344811,13.99,2019,63,4.8,"Fiction"
"712",13520,"The Wright Brothers","David McCullough",7924,14.5,2015,42,4.7,"Non Fiction"
"713",13522,"Love You Forever","Robert Munsch",53161,4.98,2017,72,4.9,"Fiction"
"714",13524,"Giraffes Can't Dance","Giles Andreae",28447,6.9,2019,23,4.8,"Fiction"
"715",13527,"I Am Confident, Brave & Beautiful: A Coloring Book for Girls","Hopscotch Girls",32091,6.99,2019,19,4.8,"Non Fiction"
"716",13528,"The Perks of Being a Wallflower","Stephen Chbosky",23935,12.69,2013,70,4.7,"Fiction"
"717",13531,"It's Not Easy Being a Bunny (Beginner Books(R))","Marilyn Sadler",16885,7.03,2021,83,4.8,"Fiction"
"718",13539,"Blackout: How Black America Can Make Its Second Escape from the Democrat Plantation","Candace Owens",21603,15.15,2020,73,4.9,"Non Fiction"
"719",13541,"Publication Manual (OFFICIAL) 7th Edition of the American Psychological Association","American Psychological Association",28579,24,2021,47,4.8,"Non Fiction"
"720",13543,"Three Cups of Tea: One Man's Journey to Change the World... One Child at a Time (Young Reader's Edition)","Sarah Thomson",312,9.99,2009,90,4.5,"Non Fiction"
"721",13545,"The 7 Habits of Highly Effective Teens: The Ultimate Teenage Success Guide","Sean Covey",11732,15.98,2011,80,4.6,"Non Fiction"
"722",13548,"Looking for Alaska","John Green",16845,8.99,2013,67,4.6,"Fiction"
"723",13550,"Al Franken, Giant of the Senate","Al Franken",3872,12.97,2017,90,4.7,"Non Fiction"
"724",13554,"Educated: A Memoir","Tara Westover",69406,13,2018,17,4.7,"Non Fiction"
"725",13556,"Humans of New York","Brandon Stanton",5377,15.38,2014,19,4.8,"Non Fiction"
"726",13560,"Women Food and God: An Unexpected Path to Almost Everything","Geneen Roth",1967,13.92,2010,9,4.4,"Non Fiction"
"727",13562,"Dog Man: Lord of the Fleas: From the Creator of Captain Underpants (Dog Man #5)","Dav Pilkey",15744,9.17,2018,16,4.9,"Fiction"
"728",13563,"The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are","Brené Brown",29674,6.92,2016,65,4.7,"Fiction"
"729",13564,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream","Paulo Coelho",94750,13.29,2021,35,4.7,"Fiction"
"730",13565,"Catching Fire (The Hunger Games)","Suzanne Collins",32459,9.49,2012,7,4.7,"Fiction"
"731",13566,"The Official SAT Study Guide: For the New SAT (tm)","The College Board",267,6.21,2009,73,4.5,"Non Fiction"
"732",13574,"Emotional Intelligence 2.0","Travis Bradberry",10429,14.98,2016,73,4.5,"Fiction"
"733",13579,"The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle","Amy Ramos",28721,6.98,2019,35,4.3,"Non Fiction"
"734",13581,"People of Walmart Adult Coloring Book: Rolling Back Dignity","Andrew Kipple",10544,10.99,2019,78,4.7,"Non Fiction"
"735",13582,"Laugh-Out-Loud Jokes for Kids","Rob Elliott",10751,4.99,2015,3,4.6,"Non Fiction"
"736",13584,"Project Hail Mary: A Novel","Andy Weir",85206,17.32,2021,73,4.7,"Fiction"
"737",13585,"How to Catch a Mermaid","Adam Wallace",29836,5.23,2021,41,4.8,"Fiction"
"738",13594,"Knock-Knock Jokes for Kids (Laugh-Out-Loud Jokes for Kids)","Rob Elliott",5687,4.44,2015,18,4.5,"Fiction"
"739",13596,"The Invisible Life of Addie LaRue","V. E. Schwab",57314,14.57,2021,72,4.5,"Fiction"
"740",13597,"An Echo in the Bone (Outlander)","Diana Gabaldon",16893,28.99,2009,69,4.8,"Fiction"
"741",13604,"The Whole30: The 30-Day Guide to Total Health and Food Freedom","Melissa Hartwig Urban",15554,14.68,2015,50,4.6,"Non Fiction"
"742",13605,"The Guardians: A Novel","John Grisham",35843,13.73,2019,45,4.5,"Fiction"
"743",13607,"The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals","Laurel Randolph",12578,8.97,2016,84,4.4,"Non Fiction"
"744",13610,"Frozen: A Tale of Two Sisters","Melissa Lagonegro",1123,4.99,2014,58,4.6,"Fiction"
"745",13617,"Catching Fire (The Hunger Games)","Suzanne Collins",32459,9.49,2009,99,4.7,"Fiction"
"746",13618,"Autobiography of Mark Twain, Vol. 1","Mark Twain",612,22,2010,11,4.4,"Non Fiction"
"747",13625,"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain (The Plant Paradox, 1)","Dr. Steven R Gundry  MD",14283,13.79,2017,80,4.4,"Non Fiction"
"748",13627,"Thinking, Fast and Slow","Daniel Kahneman",29732,11.29,2016,97,4.6,"Non Fiction"
"749",13632,"Creative Haven Owls Coloring Book (Adult Coloring)","Marjorie Sarnat",5205,5.38,2016,87,4.7,"Non Fiction"
"750",13635,"Jesus Calling, Padded Hardcover, with Scripture references","Sarah Young",31196,7.53,2016,42,4.9,"Fiction"
"751",13645,"The Last Thing He Told Me: A Novel","Laura Dave",113167,13.08,2021,14,4.3,"Fiction"
"752",13658,"The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change","Stephen R. Covey",9187,17.99,2016,30,4.7,"Non Fiction"
"753",13659,"Milk and Honey","Rupi Kaur",46407,7.38,2016,25,4.7,"Non Fiction"
"754",13666,"To Kill a Mockingbird","Harper Lee",68842,7.19,2018,53,4.8,"Fiction"
"755",13672,"School Zone - Multiplication 0-12 Flash Cards - Ages 8+, 3rd Grade, 4th Grade, Elementary Math, Multiplication Facts, Common Core, and More","School Zone",26014,2.67,2020,63,4.7,"Non Fiction"
"756",13674,"The Omnivore's Dilemma: A Natural History of Four Meals","Michael Pollan",3678,10.33,2009,61,4.6,"Non Fiction"
"757",13691,"Against All Grain: Delectable Paleo Recipes To Eat Well And Feel Great","Danielle Walker",3350,20,2014,98,4.7,"Non Fiction"
"758",13693,"Liberty and Tyranny: A Conservative Manifesto","Mark R. Levin",5036,9.93,2009,3,4.8,"Non Fiction"
"759",13696,"The Complete Cookbook for Young Chefs: 100+ Recipes that You'll Love to Cook and Eat","America's Test Kitchen Kids",19201,13,2019,80,4.8,"Non Fiction"
"760",13701,"Cutting for Stone","Abraham Verghese",6790,12,2010,20,4.6,"Fiction"
"761",13702,"All the Light We Cannot See","Anthony Doerr",67291,18.98,2016,55,4.6,"Fiction"
"762",13703,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma","Bessel van der Kolk M.D.",55928,11.4,2021,5,4.8,"Non Fiction"
"763",13708,"Get What's Yours: The Secrets to Maxing Out Your Social Security (The Get What's Yours Series)","Laurence J. Kotlikoff",3094,12,2015,63,4.2,"Non Fiction"
"764",13713,"Keep Sharp: Build a Better Brain at Any Age","Sanjay Gupta M.D.",11033,13.55,2021,67,4.7,"Non Fiction"
"765",13714,"Fahrenheit 451","Ray Bradbury",34955,8.29,2017,68,4.6,"Fiction"
"766",13715,"The Wisdom of Sundays: Life-Changing Insights from Super Soul Conversations","Oprah Winfrey",2494,12.49,2017,61,4.7,"Non Fiction"
"767",13718,"The Confession: A Novel","John Grisham",7914,9.35,2010,33,4.4,"Fiction"
"768",13719,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition","Patrick Lencioni",6269,20.72,2014,53,4.6,"Non Fiction"
"769",13720,"The Nightingale: A Novel","Kristin Hannah",99932,16.26,2016,49,4.8,"Fiction"
"770",13722,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)","Sherri Duskey Rinker",20089,14.48,2014,81,4.9,"Fiction"
"771",13727,"The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free (The Plant Paradox, 2)","Dr. Steven R Gundry  MD",8375,20.49,2018,47,4.4,"Non Fiction"
"772",13729,"Every Thing On It","Shel Silverstein",1753,11.99,2011,56,4.9,"Fiction"
"773",13731,"The Intelligent Investor Rev Ed.: The Definitive Book on Value Investing","Benjamin Graham",39269,14.29,2017,79,4.7,"Non Fiction"
"774",13732,"Thing Explainer: Complicated Stuff in Simple Words","Randall Munroe",3834,22.49,2015,69,4.6,"Non Fiction"
"775",13733,"Crazy Rich Asians (Crazy Rich Asians Trilogy)","Kevin Kwan",11395,7.89,2018,24,4.4,"Fiction"
"776",13734,"The Underground Railroad (Pulitzer Prize Winner) (National Book Award Winner) (Oprah's Book Club): A Novel","Colson Whitehead",21293,13.5,2016,74,4.5,"Fiction"
"777",13735,"Preschool Math Workbook for Toddlers Ages 2-4: Beginner Math Preschool Learning Book with Number Tracing and Matching Activities for 2, 3 and 4 year olds and kindergarten prep","Modern Kid Press",16815,6.99,2020,86,4.7,"Non Fiction"
"778",13738,"Dear Zoo: A Lift-the-Flap Book","Rod Campbell",26368,5,2016,41,4.8,"Fiction"
"779",13741,"The 5 Love Languages: The Secret to Love That Lasts","Gary Chapman",7012,23.99,2013,17,4.7,"Non Fiction"
"780",13746,"The 4-Hour Chef: The Simple Path to Cooking Like a Pro, Learning Anything, and Living the Good Life","Timothy Ferriss",2827,19.87,2012,81,4.5,"Non Fiction"
"781",13750,"The Great Gatsby: The Only Authorized Edition","F. Scott Fitzgerald",18656,6.79,2015,52,4.5,"Fiction"
"782",13757,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma","Bessel van der Kolk M.D.",55928,11.4,2019,32,4.8,"Non Fiction"
"783",13758,"JOURNEY TO THE ICE P","RH Disney",1094,8.15,2014,27,4.6,"Fiction"
"784",13762,"Knock-Knock Jokes for Kids (Laugh-Out-Loud Jokes for Kids)","Rob Elliott",5687,4.44,2013,29,4.5,"Fiction"
"785",13764,"Secret Garden: An Inky Treasure Hunt and Coloring Book for Adults","Johanna Basford",15022,9.99,2016,89,4.7,"Non Fiction"
"786",13766,"Paint by Sticker Kids: Zoo Animals: Create 10 Pictures One Sticker at a Time!","Workman Publishing",21490,7.2,2020,39,4.8,"Non Fiction"
"787",13767,"Things That Matter: Three Decades of Passions, Pastimes and Politics [Deckled Edge]","Charles Krauthammer",7789,11.87,2013,8,4.7,"Non Fiction"
"788",13774,"The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change","Stephen R. Covey",9187,17.99,2014,55,4.7,"Non Fiction"
"789",13784,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream","Paulo Coelho",94750,13.29,2016,57,4.7,"Fiction"
"790",13786,"America Again: Re-becoming the Greatness We Never Weren't","Stephen Colbert",604,15.84,2012,57,4.3,"Non Fiction"
"791",13788,"My First Toddler Coloring Book: Fun with Numbers, Letters, Shapes, Colors, and Animals! (Kids coloring activity books)","Tanya Emelyanova",19071,4.22,2020,66,4.8,"Non Fiction"
"792",13794,"The Power of Now: A Guide to Spiritual Enlightenment","Eckhart Tolle",42799,7.51,2021,88,4.7,"Non Fiction"
"793",13795,"The Hunger Games (Book 1)","Suzanne Collins",42770,11.69,2013,78,4.7,"Fiction"
"794",13798,"Under the Dome: A Novel","Stephen King",9110,31.61,2009,18,4.4,"Fiction"
"795",13803,"The Guernsey Literary and Potato Peel Pie Society","Mary Ann Shaffer",14884,10.42,2009,19,4.7,"Fiction"
"796",13805,"To Kill a Mockingbird","Harper Lee",68841,17.36,2013,49,4.8,"Fiction"
"797",13809,"What to Expect When You're Expecting","Heidi Murkoff",29389,18,2014,70,4.8,"Non Fiction"
"798",13811,"The End of Overeating: Taking Control of the Insatiable American Appetite","David Kessler",956,14.95,2009,84,4.3,"Non Fiction"
"799",13813,"Getting Things Done: The Art of Stress-Free Productivity","David Allen",4736,24.95,2009,74,4.6,"Non Fiction"
"800",13820,"Sapiens: A Brief History of Humankind","Yuval Harari",65838,15.5,2018,71,4.6,"Non Fiction"
"801",13821,"The Alchemist","Paulo Coelho",3816,25,2013,87,4.7,"Fiction"
"802",13822,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition","Patrick Lencioni",6269,20.72,2012,31,4.6,"Non Fiction"
"803",13825,"12 Rules for Life: An Antidote to Chaos","Jordan B. Peterson",58074,18.14,2018,7,4.8,"Non Fiction"
"804",13828,"D&D Monster Manual (Dungeons & Dragons Core Rulebook)","Wizards RPG",22559,26.9,2018,75,4.9,"Fiction"
"805",13831,"Publication Manual of the American Psychological Association, 6th Edition","American Psychological Association",12674,24.29,2019,66,4.5,"Non Fiction"
"806",13838,"Adult Coloring Book: Stress Relieving Animal Designs","Blue Star Coloring",3924,7.99,2015,13,4.6,"Non Fiction"
"807",13840,"Fifty Shades Darker","E L James",32887,13.99,2013,83,4.5,"Fiction"
"808",13844,"The Room Where It Happened: A White House Memoir","John Bolton",49573,14.75,2020,10,4.3,"Non Fiction"
"809",13845,"The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing","Marie Kondō",28111,8.32,2017,28,4.5,"Non Fiction"
"810",13849,"George Orwell","George Orwell",72441,7.48,2017,17,4.7,"Fiction"
"811",13854,"Doctor Sleep: A Novel","Stephen King",23805,16,2013,28,4.7,"Fiction"
"812",13862,"The One and Only Ivan","Katherine Applegate",19881,11.8,2013,59,4.8,"Fiction"
"813",13865,"Dog Man and Cat Kid: From the Creator of Captain Underpants (Dog Man #4)","Dav Pilkey",15853,9.99,2018,35,4.9,"Fiction"
"814",13869,"Dragons Love Tacos","Adam Rubin",15753,8.95,2021,98,4.8,"Fiction"
"815",13870,"How to Win Friends & Influence People","Dale Carnegie",79094,10.5,2017,18,4.7,"Non Fiction"
"816",13874,"Creative Haven Owls Coloring Book (Adult Coloring)","Marjorie Sarnat",5205,5.38,2015,29,4.7,"Non Fiction"
"817",13878,"The Tipping Point: How Little Things Can Make a Big Difference","Malcolm Gladwell",5732,12.99,2011,85,4.4,"Non Fiction"
"818",13881,"Goodnight Moon","Margaret Wise Brown",24815,5.36,2018,36,4.9,"Fiction"
"819",13883,"Love You Forever","Robert Munsch",53161,4.98,2020,93,4.9,"Fiction"
"820",13885,"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be","Rachel Hollis",27338,11.51,2019,5,4.6,"Non Fiction"
"821",13886,"Dead in the Family (Sookie Stackhouse/True Blood, Book 10)","Charlaine Harris",3296,9.03,2010,15,4.6,"Fiction"
"822",13891,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health","William Davis",8638,13.96,2012,28,4.4,"Non Fiction"
"823",13892,"Grit: The Power of Passion and Perseverance","Angela Duckworth",12517,13.63,2016,72,4.6,"Non Fiction"
"824",13898,"A Memory of Light (Wheel of Time, Book 14) (Wheel of Time, 14)","Robert Jordan",13061,19.81,2012,91,4.8,"Fiction"
"825",13903,"The Lincoln Highway: A Novel","Amor Towles",65403,17.49,2021,51,4.4,"Non Fiction"
"826",13905,"To Kill a Mockingbird","Harper Lee",68842,17.36,2016,16,4.8,"Fiction"
"827",13906,"The Hunger Games","Suzanne Collins",42770,22.6,2010,49,4.7,"Fiction"
"828",13911,"The Art of Racing in the Rain: A Novel","Garth Stein",16418,9.8,2010,38,4.7,"Fiction"
"829",13913,"The Girl Who Kicked the Hornet's Nest (Millennium Trilogy)","Stieg Larsson",11051,11.93,2011,30,4.7,"Fiction"
"830",13918,"Mindset: The New Psychology of Success","Carol S. Dweck",13911,8.55,2017,74,4.6,"Non Fiction"
"831",13923,"Little Bee: A Novel","Chris Cleave",1902,10.2,2010,43,4.2,"Fiction"
"832",13924,"The Four Winds: A Novel","Kristin Hannah",121007,13.79,2021,12,4.5,"Fiction"
"833",13933,"What Pet Should I Get? (Classic Seuss)","Dr. Seuss",6169,8.73,2015,46,4.8,"Fiction"
"834",13934,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen","Christopher McDougall",11833,9.99,2011,99,4.7,"Non Fiction"
"835",13935,"Percy Jackson and the Olympians 5 Book Paperback Boxed Set (w/poster) (Percy Jackson & the Olympians)","Rick Riordan",36276,18.8,2021,71,4.9,"Fiction"
"836",13948,"Hillbilly Elegy: A Memoir of a Family and Culture in Crisis","J. D. Vance",29400,12.45,2017,7,4.5,"Non Fiction"
"837",13950,"Wonder","R. J. Palacio",35698,9.67,2018,52,4.8,"Fiction"
"838",13951,"The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)","Don Miguel Ruiz",86676,7.74,2014,54,4.7,"Non Fiction"
"839",13953,"Safe Haven","Nicholas Sparks",10931,14.77,2010,77,4.7,"Fiction"
"840",13957,"The Kind Diet: A Simple Guide to Feeling Great, Losing Weight, and Saving the Planet","Alicia Silverstone",1572,18.93,2010,79,4.5,"Non Fiction"
"841",13964,"Howard Stern Comes Again","Howard Stern",7960,17.51,2019,26,4.5,"Non Fiction"
"842",13965,"Revival: A Novel","Stephen King",11359,23.3,2014,89,4.3,"Fiction"
"843",13970,"Chicka Chicka Boom Boom (Board Book)","Bill Martin Jr.",33791,4.59,2020,45,4.9,"Non Fiction"
"844",13971,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)","Valorie Schaefer",24552,9.48,2016,79,4.8,"Non Fiction"
"845",13975,"StrengthsFinder 2.0","Gallup",7082,18.29,2012,5,4.1,"Non Fiction"
"846",13978,"A Promised Land","Barack Obama",125017,16.53,2021,93,4.9,"Non Fiction"
"847",13981,"Good to Great: Why Some Companies Make the Leap and Others Don't","Jim Collins",5803,16.5,2009,29,4.5,"Non Fiction"
"848",13982,"New Moon (The Twilight Saga)","Stephenie Meyer",12329,17.56,2009,8,4.7,"Fiction"
"849",13983,"What Happened","Hillary Rodham Clinton",6911,9.99,2017,14,4.6,"Non Fiction"
"850",14006,"Oh, the Places You'll Go!","Dr. Seuss",42848,8.48,2017,15,4.9,"Fiction"
"851",14007,"The Rooster Bar","John Grisham",15394,12.75,2017,63,4.2,"Fiction"
"852",14011,"Becoming","Michelle Obama",123276,16.5,2019,2,4.8,"Non Fiction"
"853",14014,"D&D Player's Handbook (Dungeons & Dragons Core Rulebook)","Dungeons & Dragons",45711,22.95,2017,40,4.9,"Fiction"
"854",14015,"Strange Planet (Strange Planet Series)","Nathan W. Pyle",16341,9.25,2019,37,4.9,"Fiction"
"855",14016,"America the Beautiful: Rediscovering What Made This Nation Great","Ben Carson  M.D.",3826,10.61,2013,56,4.8,"Non Fiction"
"856",14020,"Paint by Sticker Kids: Unicorns & Magic: Create 10 Pictures One Sticker at a Time! Includes Glitter Stickers","Workman Publishing",18971,8.95,2020,40,4.8,"Non Fiction"
"857",14021,"The Road Back to You: An Enneagram Journey to Self-Discovery","Ian Morgan Cron",10495,11.99,2019,76,4.7,"Non Fiction"
"858",14022,"Tools Of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers","Timothy Ferriss",7920,20.06,2016,81,4.7,"Non Fiction"
